InstrumentID,ExchangeID,ProductID,ProductClass,UnderlyingExchangeID,UnderlyingInstrID,InstrumentID2,ExchangeID2,ProductID2,ProductClass2,UnderlyingExchangeID2,UnderlyingInstrID2,PriceTick,ExpireDate,Symbol
SPD SF709&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF709&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF709&SF804
SPD SF709&SF801,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF709&SF801,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF709&SF801
SPD SF709&SF712,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF709&SF712,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF709&SF712
IPS SF709&SM709,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF709&SM709,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF709&SM709
SP a1711&a1711,DCE,SP a&a,Combination,DCE,,SP A1711&A1711,DCE,SP A&A,COMBINATION,DCE,,1.0,,DCE.SP A1711&A1711
SPD SR707&SR803,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR803,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR803
SPD SR707&SR801,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR801,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR801
SPD SR707&SR709,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR709,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR709
SPD SR707&SR809,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR809,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR809
SPD SR707&SR711,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR711,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR711
SPD SR707&SR807,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR807,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR807
SPD SR707&SR805,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR805,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR805
SPD SR707&SR811,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR707&SR811,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR707&SR811
SPD SM707&SM709,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM709,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM709
SPD SM707&SM708,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM708,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM708
SPD SM707&SM803,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM803,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM803
SPD SM707&SM802,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM802,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM802
SPD SM707&SM801,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM801,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM801
SPD SM707&SM712,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM712,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM712
SPD SM707&SM711,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM711,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM711
SPD SM707&SM710,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM710,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM710
SPD SM707&SM804,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM804,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM804
SPD SM707&SM805,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM805,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM805
SPD SM707&SM806,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM707&SM806,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM707&SM806
SPD LR711&LR801,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR711&LR801,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR711&LR801
SPD LR711&LR805,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR711&LR805,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR711&LR805
SPD LR711&LR803,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR711&LR803,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR711&LR803
SPD PM803&PM805,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM803&PM805,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM803&PM805
SPD FG707&FG712,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG712,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG712
SPD FG707&FG711,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG711,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG711
SPD FG707&FG710,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG710,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG710
SPD FG707&FG805,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG805,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG805
SPD FG707&FG801,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG801,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG801
SPD FG707&FG806,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG806,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG806
SPD FG707&FG709,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG709,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG709
SPD FG707&FG803,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG803,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG803
SPD FG707&FG802,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG802,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG802
SPD FG707&FG708,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG708,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG708
SPD FG707&FG804,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG707&FG804,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG707&FG804
SP j1709&j1805,DCE,SP j&j,Combination,DCE,,SP J1709&J1805,DCE,SP J&J,COMBINATION,DCE,,0.5,,DCE.SP J1709&J1805
SPC j1709&jm1801,DCE,SPC j&jm,Combination,DCE,,SPC J1709&JM1801,DCE,SPC J&JM,COMBINATION,DCE,,0.5,,DCE.SPC J1709&JM1801
SP j1709&j1801,DCE,SP j&j,Combination,DCE,,SP J1709&J1801,DCE,SP J&J,COMBINATION,DCE,,0.5,,DCE.SP J1709&J1801
SPC j1709&jm1705,DCE,SPC j&jm,Combination,DCE,,SPC J1709&JM1705,DCE,SPC J&JM,COMBINATION,DCE,,0.5,,DCE.SPC J1709&JM1705
SPC j1709&jm1709,DCE,SPC j&jm,Combination,DCE,,SPC J1709&JM1709,DCE,SPC J&JM,COMBINATION,DCE,,0.5,,DCE.SPC J1709&JM1709
SP j1709&j1709,DCE,SP j&j,Combination,DCE,,SP J1709&J1709,DCE,SP J&J,COMBINATION,DCE,,0.5,,DCE.SP J1709&J1709
SPC j1709&jm1805,DCE,SPC j&jm,Combination,DCE,,SPC J1709&JM1805,DCE,SPC J&JM,COMBINATION,DCE,,0.5,,DCE.SPC J1709&JM1805
SP j1709&j1710,DCE,SP j&j,Combination,DCE,,SP J1709&J1710,DCE,SP J&J,COMBINATION,DCE,,0.5,,DCE.SP J1709&J1710
SPD SM804&SM805,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM804&SM805,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM804&SM805
SPD SM804&SM806,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM804&SM806,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM804&SM806
SP p1801&p1801,DCE,SP p&p,Combination,DCE,,SP P1801&P1801,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1801&P1801
SP p1801&p1805,DCE,SP p&p,Combination,DCE,,SP P1801&P1805,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1801&P1805
SPD WH801&WH803,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH801&WH803,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH801&WH803
SPD WH801&WH805,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH801&WH805,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH801&WH805
SPD FG804&FG805,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG804&FG805,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG804&FG805
SPD FG804&FG806,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG804&FG806,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG804&FG806
SPD JR711&JR805,CZCE,SPD JR&JR,Combination,CZCE,,SPD JR711&JR805,CZCE,SPD JR&JR,COMBINATION,CZCE,,1.0,,CZCE.SPD JR711&JR805
SPD JR711&JR803,CZCE,SPD JR&JR,Combination,CZCE,,SPD JR711&JR803,CZCE,SPD JR&JR,COMBINATION,CZCE,,1.0,,CZCE.SPD JR711&JR803
SPD JR711&JR801,CZCE,SPD JR&JR,Combination,CZCE,,SPD JR711&JR801,CZCE,SPD JR&JR,COMBINATION,CZCE,,1.0,,CZCE.SPD JR711&JR801
SP c1711&c1801,DCE,SP c&c,Combination,DCE,,SP C1711&C1801,DCE,SP C&C,COMBINATION,DCE,,1.0,,DCE.SP C1711&C1801
SPC l1805&pp1805,DCE,SPC l&pp,Combination,DCE,,SPC L1805&PP1805,DCE,SPC L&PP,COMBINATION,DCE,,5.0,,DCE.SPC L1805&PP1805
SPC l1805&v1805,DCE,SPC l&v,Combination,DCE,,SPC L1805&V1805,DCE,SPC L&V,COMBINATION,DCE,,5.0,,DCE.SPC L1805&V1805
SP l1805&l1805,DCE,SP l&l,Combination,DCE,,SP L1805&L1805,DCE,SP L&L,COMBINATION,DCE,,5.0,,DCE.SP L1805&L1805
SPD ZC804&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC804&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC804&ZC807
SPD ZC804&ZC806,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC804&ZC806,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC804&ZC806
SPD ZC804&ZC805,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC804&ZC805,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC804&ZC805
SPD SM803&SM804,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM803&SM804,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM803&SM804
SPD SM803&SM805,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM803&SM805,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM803&SM805
SPD SM803&SM806,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM803&SM806,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM803&SM806
SPC a1801&m1805,DCE,SPC a&m,Combination,DCE,,SPC A1801&M1805,DCE,SPC A&M,COMBINATION,DCE,,1.0,,DCE.SPC A1801&M1805
SP a1801&a1801,DCE,SP a&a,Combination,DCE,,SP A1801&A1801,DCE,SP A&A,COMBINATION,DCE,,1.0,,DCE.SP A1801&A1801
SPC a1801&m1705,DCE,SPC a&m,Combination,DCE,,SPC A1801&M1705,DCE,SPC A&M,COMBINATION,DCE,,1.0,,DCE.SPC A1801&M1705
SPC a1801&m1801,DCE,SPC a&m,Combination,DCE,,SPC A1801&M1801,DCE,SPC A&M,COMBINATION,DCE,,1.0,,DCE.SPC A1801&M1801
SPC a1801&m1709,DCE,SPC a&m,Combination,DCE,,SPC A1801&M1709,DCE,SPC A&M,COMBINATION,DCE,,1.0,,DCE.SPC A1801&M1709
SP a1801&a1805,DCE,SP a&a,Combination,DCE,,SP A1801&A1805,DCE,SP A&A,COMBINATION,DCE,,1.0,,DCE.SP A1801&A1805
SPD SF708&SF711,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF711,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF711
SPD SF708&SF712,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF712,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF712
SPD SF708&SF802,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF802,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF802
SPD SF708&SF806,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF806,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF806
SPD SF708&SF710,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF710,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF710
SPD SF708&SF709,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF709,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF709
SPD SF708&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF804
SPD SF708&SF801,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF801,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF801
IPS SF708&SM708,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF708&SM708,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF708&SM708
SPD SF708&SF805,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF805,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF805
SPD SF708&SF803,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF708&SF803,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF708&SF803
SPD SF803&SF805,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF803&SF805,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF803&SF805
SPD SF803&SF806,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF803&SF806,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF803&SF806
SPD SF803&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF803&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF803&SF804
IPS SF803&SM803,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF803&SM803,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF803&SM803
SPD ZC801&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC807
SPD ZC801&ZC806,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC806,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC806
SPD ZC801&ZC805,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC805,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC805
SPD ZC801&ZC804,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC804,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC804
SPD ZC801&ZC803,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC803,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC803
SPD ZC801&ZC802,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC801&ZC802,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC801&ZC802
SP c1707&c1709,DCE,SP c&c,Combination,DCE,,SP C1707&C1709,DCE,SP C&C,COMBINATION,DCE,,1.0,,DCE.SP C1707&C1709
SP c1707&c1801,DCE,SP c&c,Combination,DCE,,SP C1707&C1801,DCE,SP C&C,COMBINATION,DCE,,1.0,,DCE.SP C1707&C1801
SPD ZC803&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC803&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC803&ZC807
SPD ZC803&ZC806,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC803&ZC806,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC803&ZC806
SPD ZC803&ZC805,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC803&ZC805,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC803&ZC805
SPD ZC803&ZC804,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC803&ZC804,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC803&ZC804
SP jd1708&jd1710,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1710,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1710
SP jd1708&jd1711,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1711,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1711
SP jd1708&jd1805,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1805,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1805
SP jd1708&jd1709,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1709,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1709
SP jd1708&jd1803,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1803,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1803
SP jd1708&jd1708,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1708,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1708
SP jd1708&jd1804,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1804,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1804
SP jd1708&jd1801,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1801,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1801
SP jd1708&jd1802,DCE,SP jd&jd,Combination,DCE,,SP JD1708&JD1802,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1708&JD1802
SPD RM709&RM801,CZCE,SPD RM&RM,Combination,CZCE,,SPD RM709&RM801,CZCE,SPD RM&RM,COMBINATION,CZCE,,1.0,,CZCE.SPD RM709&RM801
SPD RM709&RM711,CZCE,SPD RM&RM,Combination,CZCE,,SPD RM709&RM711,CZCE,SPD RM&RM,COMBINATION,CZCE,,1.0,,CZCE.SPD RM709&RM711
SPD RM709&RM805,CZCE,SPD RM&RM,Combination,CZCE,,SPD RM709&RM805,CZCE,SPD RM&RM,COMBINATION,CZCE,,1.0,,CZCE.SPD RM709&RM805
SPD RM709&RM803,CZCE,SPD RM&RM,Combination,CZCE,,SPD RM709&RM803,CZCE,SPD RM&RM,COMBINATION,CZCE,,1.0,,CZCE.SPD RM709&RM803
SPC i1801&j1709,DCE,SPC i&j,Combination,DCE,,SPC I1801&J1709,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1801&J1709
SPC i1801&jm1705,DCE,SPC i&jm,Combination,DCE,,SPC I1801&JM1705,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1801&JM1705
SPC i1801&jm1801,DCE,SPC i&jm,Combination,DCE,,SPC I1801&JM1801,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1801&JM1801
SPC i1801&jm1709,DCE,SPC i&jm,Combination,DCE,,SPC I1801&JM1709,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1801&JM1709
SP i1801&i1801,DCE,SP i&i,Combination,DCE,,SP I1801&I1801,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1801&I1801
SPC i1801&j1705,DCE,SPC i&j,Combination,DCE,,SPC I1801&J1705,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1801&J1705
SPC i1801&j1801,DCE,SPC i&j,Combination,DCE,,SPC I1801&J1801,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1801&J1801
SP i1801&i1803,DCE,SP i&i,Combination,DCE,,SP I1801&I1803,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1801&I1803
SP i1801&i1805,DCE,SP i&i,Combination,DCE,,SP I1801&I1805,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1801&I1805
SPD MA712&MA804,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA804,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA804
SPD MA712&MA805,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA805,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA805
SPD MA712&MA803,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA803,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA803
SPD MA712&MA802,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA802,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA802
SPD MA712&MA801,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA801,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA801
SPD MA712&MA806,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA712&MA806,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA712&MA806
SPC c1805&cs1709,DCE,SPC c&cs,Combination,DCE,,SPC C1805&CS1709,DCE,SPC C&CS,COMBINATION,DCE,,1.0,,DCE.SPC C1805&CS1709
SPC c1805&cs1805,DCE,SPC c&cs,Combination,DCE,,SPC C1805&CS1805,DCE,SPC C&CS,COMBINATION,DCE,,1.0,,DCE.SPC C1805&CS1805
SPC c1805&cs1801,DCE,SPC c&cs,Combination,DCE,,SPC C1805&CS1801,DCE,SPC C&CS,COMBINATION,DCE,,1.0,,DCE.SPC C1805&CS1801
SP c1805&c1805,DCE,SP c&c,Combination,DCE,,SP C1805&C1805,DCE,SP C&C,COMBINATION,DCE,,1.0,,DCE.SP C1805&C1805
SPD RI709&RI803,CZCE,SPD RI&RI,Combination,CZCE,,SPD RI709&RI803,CZCE,SPD RI&RI,COMBINATION,CZCE,,1.0,,CZCE.SPD RI709&RI803
SPD RI709&RI801,CZCE,SPD RI&RI,Combination,CZCE,,SPD RI709&RI801,CZCE,SPD RI&RI,COMBINATION,CZCE,,1.0,,CZCE.SPD RI709&RI801
SPD RI709&RI711,CZCE,SPD RI&RI,Combination,CZCE,,SPD RI709&RI711,CZCE,SPD RI&RI,COMBINATION,CZCE,,1.0,,CZCE.SPD RI709&RI711
SPD RI709&RI805,CZCE,SPD RI&RI,Combination,CZCE,,SPD RI709&RI805,CZCE,SPD RI&RI,COMBINATION,CZCE,,1.0,,CZCE.SPD RI709&RI805
SPD OI803&OI805,CZCE,SPD OI&OI,Combination,CZCE,,SPD OI803&OI805,CZCE,SPD OI&OI,COMBINATION,CZCE,,2.0,,CZCE.SPD OI803&OI805
SPD FG805&FG806,CZCE,SPD FG&FG,Combination,CZCE,,SPD FG805&FG806,CZCE,SPD FG&FG,COMBINATION,CZCE,,1.0,,CZCE.SPD FG805&FG806
SPD SF711&SF801,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF801,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF801
SPD SF711&SF712,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF712,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF712
SPD SF711&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF804
SPD SF711&SF805,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF805,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF805
IPS SF711&SM711,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF711&SM711,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF711&SM711
SPD SF711&SF803,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF803,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF803
SPD SF711&SF802,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF802,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF802
SPD SF711&SF806,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF711&SF806,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF711&SF806
SPD TA707&TA802,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA707&TA802,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA707&TA802
SPD TA707&TA709,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA707&TA709,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA707&TA709
SPD TA707&TA708,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA707&TA708,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA707&TA708
